AverageFlow Volume Duration Outlet
124.12903225806451 19240 164 showerHead
112.4 1686 16 showerHead
109.50652741514358 41941 406 showerHead
69.48809523809524 5837 89 showerHead
75.8529411764706 18053 252 showerHead
67.9322033898305 4008 63 showerHead
98.60267857142857 22087 237 showerHead
70.4732824427481 9232 140 showerHead
84.52380952380952 1775 23 showerHead
74.51851851851852 10060 143 showerHead
112.6279069767442 4843 46 showerHead
137.0120481927711 11372 89 showerHead
116.20701754385964 33119 304 showerHead
89.58904109589041 19620 232 showerHead
98.15 9815 106 showerHead
106.31428571428572 3721 37 showerHead
88.42666666666666 19896 238 showerHead
93.7105263157895 14244 161 showerHead
98.0 28616 309 showerHead
98.66315789473684 37492 403 showerHead
116.89772727272728 30861 280 showerHead
102.51929824561405 29218 303 showerHead
120.98086124401915 25285 228 showerHead
115.23030303030303 19013 176 showerHead
86.4869109947644 16519 202 showerHead
106.35664335664335 15209 152 showerHead
104.90178571428572 23498 237 showerHead
88.91279069767442 15293 182 showerHead
84.8 2544 32 showerHead
88.51239669421487 10710 128 showerHead
56.57142857142857 1584 30 showerHead
97.40350877192982 5552 61 showerHead
86.02597402597401 6624 84 showerHead
74.51315789473685 5663 80 showerHead
117.25748502994013 19582 177 showerHead
117.08823529411764 7962 72 showerHead
118.03174603174604 7436 67 showerHead
100.45631067961165 10347 112 showerHead
43.64864864864865 1615 39 showerHead
11.41304347826087 1050 98 showerHead
103.94237288135594 30663 313 showerHead
