AverageFlow Volume Duration Outlet
32.625 261 8 washroomBasin
36.10526315789474 686 20 washroomBasin
13.428571428571427 188 15 washroomBasin
39.6875 635 17 washroomBasin
60.875 2922 50 washroomBasin
67.49019607843137 3442 54 washroomBasin
38.125 1220 34 washroomBasin
29.76923076923077 387 14 washroomBasin
30.76 769 26 washroomBasin
42.0 2100 54 washroomBasin
38.72727272727273 426 12 washroomBasin
43.81818181818182 964 24 washroomBasin
27.66666666666667 1328 51 washroomBasin
18.25 219 12 washroomBasin
26.809523809523807 563 23 washroomBasin
25.6 256 14 washroomBasin
41.0 697 18 washroomBasin
21.0 126 6 washroomBasin
27.0 378 15 washroomBasin
35.57692307692308 925 28 washroomBasin
59.16666666666666 710 13 washroomBasin
18.09090909090909 199 12 washroomBasin
26.11111111111111 235 10 washroomBasin
30.987179487179485 2417 83 washroomBasin
38.771929824561404 2210 61 washroomBasin
71.06896551724137 2061 32 washroomBasin
15.333333333333336 184 13 washroomBasin
18.25 219 12 washroomBasin
14.375 115 8 washroomBasin
28.69230769230769 373 14 washroomBasin
32.375 259 9 washroomBasin
13.0 143 12 washroomBasin
40.5 567 15 washroomBasin
29.8125 477 17 washroomBasin
20.86111111111111 751 38 washroomBasin
36.8125 589 17 washroomBasin
37.526315789473685 713 20 washroomBasin
39.79166666666666 955 26 washroomBasin
67.60714285714286 1893 29 washroomBasin
31.83333333333333 573 19 washroomBasin
17.7 177 11 washroomBasin
43.06666666666667 646 16 washroomBasin
61.33333333333334 368 6 washroomBasin
27.615384615384613 359 14 washroomBasin
25.588235294117645 435 18 washroomBasin
13.578947368421053 258 20 washroomBasin
34.17391304347826 786 24 washroomBasin
34.64634146341464 2841 88 washroomBasin
17.0 102 6 washroomBasin
19.2 288 16 washroomBasin
28.45454545454545 313 12 washroomBasin
36.714285714285715 514 15 washroomBasin
38.833333333333336 699 19 washroomBasin
38.0 532 15 washroomBasin
44.19402985074627 2961 71 washroomBasin
53.83333333333334 323 7 washroomBasin
48.3125 773 17 washroomBasin
54.92307692307693 714 14 washroomBasin
29.5 295 10 washroomBasin
52.08333333333334 625 13 washroomBasin
21.54166666666667 517 26 washroomBasin
37.3125 597 17 washroomBasin
39.0 741 20 washroomBasin
25.76923076923077 335 14 washroomBasin
30.25 605 21 washroomBasin
44.85714285714285 314 8 washroomBasin
14.75 236 18 washroomBasin
38.15217391304348 1755 49 washroomBasin
49.26315789473684 1872 40 washroomBasin
41.07142857142857 575 15 washroomBasin
56.65853658536585 2323 43 washroomBasin
24.5 147 6 washroomBasin
43.36363636363637 477 11 washroomBasin
29.431034482758623 1707 61 washroomBasin
24.0 312 14 washroomBasin
49.28333333333333 2957 64 washroomBasin
11.423076923076925 297 27 washroomBasin
66.5 399 6 washroomBasin
38.0 1216 33 washroomBasin
78.0 858 12 washroomBasin
36.51351351351352 2702 78 washroomBasin
14.933333333333335 224 16 washroomBasin
68.625 2745 43 washroomBasin
41.5 581 15 washroomBasin
31.66666666666667 190 6 washroomBasin
45.20833333333334 1085 25 washroomBasin
63.83333333333334 383 7 washroomBasin
72.48648648648648 2682 40 washroomBasin
37.875 606 17 washroomBasin
32.30588235294117 2746 90 washroomBasin
37.67391304347826 1733 49 washroomBasin
39.26315789473684 746 20 washroomBasin
39.80952380952381 836 23 washroomBasin
44.25 354 8 washroomBasin
33.642857142857146 942 30 washroomBasin
35.607142857142854 2991 89 washroomBasin
30.25 605 21 washroomBasin
34.714285714285715 486 15 washroomBasin
41.37142857142858 1448 43 washroomBasin
21.444444444444443 772 38 washroomBasin
66.21428571428571 927 14 washroomBasin
22.9375 367 19 washroomBasin
33.03846153846154 859 28 washroomBasin
26.67441860465116 1147 46 washroomBasin
17.214285714285715 241 15 washroomBasin
16.055555555555557 289 19 washroomBasin
74.5625 4772 68 washroomBasin
32.0 448 15 washroomBasin
31.181818181818183 343 13 washroomBasin
55.33333333333334 332 6 washroomBasin
33.05882352941177 562 17 washroomBasin
12.916666666666664 310 25 washroomBasin
59.125 473 9 washroomBasin
37.66666666666666 226 6 washroomBasin
37.206896551724135 1079 31 washroomBasin
33.0 990 32 washroomBasin
54.2 542 11 washroomBasin
20.454545454545453 225 12 washroomBasin
47.0625 753 17 washroomBasin
45.714285714285715 320 7 washroomBasin
66.19444444444444 2383 39 washroomBasin
28.142857142857146 197 7 washroomBasin
13.3125 213 17 washroomBasin
25.4 254 11 washroomBasin
36.583333333333336 439 13 washroomBasin
35.7 357 11 washroomBasin
38.07692307692308 495 14 washroomBasin
29.8 298 11 washroomBasin
26.363636363636363 290 12 washroomBasin
32.23809523809524 677 23 washroomBasin
41.875 335 8 washroomBasin
60.585365853658544 2484 44 washroomBasin
13.941176470588234 237 18 washroomBasin
37.23404255319149 1750 50 washroomBasin
31.357142857142854 439 15 washroomBasin
34.916666666666664 419 13 washroomBasin
56.58333333333334 679 13 washroomBasin
37.214285714285715 521 15 washroomBasin
14.32857142857143 1003 75 washroomBasin
43.615384615384606 567 14 washroomBasin
29.517241379310345 2568 93 washroomBasin
55.91836734693877 2740 57 washroomBasin
